,#,Artist,Listeners,Daily +/-,Peak,PkListeners
1107,1108,DJ Japa NK,9870368,11966,1107,9870368
1108,1109,Gajendra Verma,9869027,29538,1043,9869027
1109,1110,Sanjoy,9864983,-1091,1109,9866074
1110,1111,The Animals,9863101,73651,1111,9863101
1111,1112,Nakash Aziz,9860463,-28286,819,11643142
1112,1113,Ricky Montgomery,9855301,16428,1010,9950805
1113,1114,Blood Orange,9851096,-17911,1095,9915688
1114,1115,SAIKO,9848492,70264,418,16442141
1115,1116,Naresh Iyer,9845882,12793,1086,9845882
1116,1117,Tim McGraw,9844750,-9106,590,14643751
1117,1118,Fat Joe,9840246,38180,1118,9840246
1118,1119,Mario,9834848,-40913,765,12052280
1119,1120,Sebastian Ingrosso,9831767,-28790,1032,10345038
1120,1121,Dhanush,9823609,-12382,1021,9868341
1121,1122,Sofiya Nzau,9809860,8509,832,11204619
1122,1123,Ozzy Osbourne,9806161,-9453,805,10761665
1123,1124,Cafuné,9789687,61581,1094,9789687
1124,1125,The Black Keys,9782176,31242,621,13313966
1125,1126,Heart,9776901,10650,717,10760608
1126,1127,Jarabe De Palo,9763868,17949,848,11288754
1127,1128,Rajat Nagpal,9762699,80167,794,10791944
1128,1129,Santhosh Narayanan,9734492,-39091,943,10384118
1129,1130,Tommy Cash,9732734,94890,1130,9732734
1130,1131,Disciples,9729379,-58848,755,11871137
1131,1132,Hailee Steinfeld,9721945,-8005,440,14217074
1132,1133,Jay Sean,9721558,4025,959,9734442
1133,1134,Nusrat Fateh Ali Khan,9719340,-50360,974,10498781
1134,1135,Logic,9707163,-1830,431,13970820
1135,1136,Jul,9697961,4893,1032,9724508
1136,1137,Stormzy,9692396,-20897,690,12387299
1137,1138,CamrinWatsin,9686995,-14780,861,11199808
1138,1139,Connor Price,9679769,-25323,908,10348248
1139,1140,Modjo,9672761,-7340,1102,9707189
1140,1141,Dom Dolla,9672006,-6606,977,10582599
1141,1142,Pabllo Vittar,9667561,-35297,242,24426272
1142,1143,Nadhif Basalamah,9646077,117896,1084,9646077
1143,1144,Mismatched - Cast,9620280,3405,757,12214315
1144,1145,Oliver Tree,9618068,-11091,85,33995315
1145,1146,Rita Ora,9603444,26160,350,15748850
1146,1147,Chris Lake,9595210,-10371,815,11248545
1147,1148,Ayushmann Khurrana,9590891,53888,1037,9678218
1148,1149,Selena,9575178,-5578,899,10536136
1149,1150,Rvfv,9571568,-19089,647,13668758
1150,1151,Stebin Ben,9566341,4347,636,13780383
1151,1152,Wheatus,9541696,-19245,1030,9863490
1152,1153,CKay,9535788,46420,429,15504745
1153,1154,Thalia,9531353,-20727,699,10518720
1154,1155,Dermot Kennedy,9529652,1295,405,14690713
1155,1156,PAWSA,9524264,-17406,969,10316051
1156,1157,Laxmikant–Pyarelal,9502971,5635,1157,9502971
1157,1158,Paul Simon,9497199,-10391,932,10025073
1158,1159,Yeah Yeah Yeahs,9491379,-24889,816,11556510
1159,1160,El Bogueto,9486918,35725,1033,9918622
1160,1161,Sleepy Hallow,9485932,-35123,306,21195236
1161,1162,Yusuf / Cat Stevens,9477397,7066,722,11465268
1162,1163,Ha*Ash,9454594,28517,918,10568188
1163,1164,Loreen,9451728,-24295,329,18358956
1164,1165,Alvaro Diaz,9444758,-5466,487,16168880
1165,1166,Micro TDH,9439662,59699,732,11447644
1166,1167,aespa,9436330,-10569,619,13739202
1167,1168,Aya Nakamura,9435886,31690,734,10985127
1168,1169,Caifanes,9422891,-12903,1147,9534263
1169,1170,Megan Moroney,9419195,-29944,1150,9568592
1170,1171,Patrick Watson,9404830,4878,666,13136966
1171,1172,Zoé,9403212,-2244,1153,9486240
1172,1173,Father John Misty,9396915,-11990,574,13624258
1173,1174,Villano Antillano,9396356,-19688,682,12701778
1174,1175,Ilaiyaraaja,9393956,-18934,1108,9442944
1175,1176,Air Supply,9385915,-17306,1161,9485746
1176,1177,Chris Isaak,9374217,-17523,1173,9415845
1177,1178,Diddy,9373538,-7554,398,16823499
1178,1179,Wesley Safadão,9364904,34294,630,12636327
1179,1180,Of Monsters and Men,9362659,-29228,958,9840281
1180,1181,Sonny Fodera,9352298,1869,1077,10040553
1181,1182,Alex G,9350382,55832,978,10156874
1182,1183,Majid Jordan,9349675,1739,934,9587875
1183,1184,Avery Anna,9348420,-2696,1041,9870680
1184,1185,UB40,9342355,-10109,975,10009316
1185,1186,Kenia Os,9330786,39967,634,13784879
1186,1187,Mc Jacaré,9324977,12779,1187,9324977
1187,1188,Orochi,9306061,2256,919,10501022
1188,1189,MNEK,9297623,2807,451,13903326
1189,1190,L7NNON,9297318,-29264,583,12086026
1190,1191,John Travolta,9293482,-27832,688,13226920
1191,1192,Alisha Chinai,9291643,-34702,1104,9419562
1192,1193,Birdy,9286626,26397,662,11832939
1193,1194,Yovie & Nuno,9286171,12633,1194,9286171
1194,1195,Europe,9285941,-88067,1117,9793984
1195,1196,Hugo & Guilherme,9268449,41519,706,12194388
1196,1197,Jin,9257505,165132,1197,9257505
1197,1198,Declan McKenna,9241755,10564,947,10097970
1198,1199,Men I Trust,9241362,-68522,844,10199300
1199,1200,Yseult,9239690,-29265,288,22756249
1200,1201,Powfu,9238339,-23141,913,9966417
1201,1202,Vacations,9237051,-11583,808,11167410
1202,1203,Willie Colón,9232108,46884,898,11231664
1203,1204,Ñejo,9228279,3782,634,12006529
1204,1205,Lilly Wood and The Prick,9227003,47827,917,10680087
1205,1206,Redbone,9227002,-118110,647,13735798
1206,1207,Novo Amor,9220780,54209,951,10071318
1207,1208,Smash Mouth,9209092,-16875,817,11323052
1208,1209,Stray Kids,9206641,-16248,682,13521875
1209,1210,Nas,9206238,-5060,547,13392042
1210,1211,"Tito ""El Bambino""",9205325,-6970,930,10213056
1211,1212,Sum 41,9204116,-24841,788,11437182
1212,1213,Juan Magán,9204113,16666,986,9711529
1213,1214,Mika Singh,9197922,-6254,958,10371323
1214,1215,Chance Peña,9185417,20146,564,14147981
1215,1216,Luck Ra,9178781,-20632,571,14861035
1216,1217,Masego,9174430,-23490,733,11852173
1217,1218,The Calling,9172728,-67044,1141,9567945
1218,1219,Bleachers,9170002,-15071,633,14449206
1219,1220,MC Jvila,9168657,16526,1196,9168657
1220,1221,Simple Minds,9168158,14648,937,9745879
1221,1222,Ferrugem,9163891,4429,920,10934806
1222,1223,George Harrison,9159343,-11867,977,10292276
1223,1224,Ray Charles,9156723,-1529,849,11195360
1224,1225,JC Reyes,9153898,-38439,1076,9713802
1225,1226,Shinda Kahlon,9149220,53378,770,10540796
1226,1227,INXS,9130075,5616,798,10326929
1227,1228,Supertramp,9128047,6545,770,11079047
1228,1229,Elle King,9124104,72157,1096,9124104
1229,1230,Kodaline,9111723,204,836,10091624
1230,1231,Cartel De Santa,9102196,11763,376,15547760
1231,1232,Emmanuel,9093659,-29405,1089,9415331
1232,1233,DJ TOPO,9078386,-8467,721,12220776
1233,1234,Tom Petty and the Heartbreakers,9077083,590,949,10006120
1234,1235,Duke Dumont,9075603,-36741,1043,9310323
1235,1236,Sidhu Moose Wala,9072882,34193,637,11847588
1236,1237,Anurag Saikia,9071727,7492,777,11917389
1237,1238,Chuyin,9070407,-44644,1153,9497410
1238,1239,Boza,9056316,96209,892,10759792
1239,1240,Meet Bros.,9053351,5977,1115,9053351
1240,1241,Rivo,9043238,15471,912,10530227
1241,1242,Sufjan Stevens,9041758,7547,841,10726112
1242,1243,Far East Movement,9038792,8724,1194,9088432
1243,1244,Sam Feldt,9035565,19429,435,15313300
1244,1245,Grelo,9033455,-55036,758,12242458
1245,1246,Qadir Khan,9032663,61285,1246,9032663
1246,1247,Old Dominion,9031968,31550,944,10095441
1247,1248,Murtuza Khan,9031163,64528,1248,9031163
1248,1249,Simar Kaur,9024282,110311,1249,9024282
1249,1250,PEDRO SAMPAIO,9021203,63808,649,12430384
1250,1251,Vierra,9011388,-31844,1198,9052984
1251,1252,Israel & Rodolffo,9005432,-49658,656,11805143
1252,1253,Maiara & Maraisa,9001573,-1529,622,13295151
1253,1254,4 Non Blondes,8999634,-3033,1135,9114785
1254,1255,Nicky Youre,8990884,45088,362,16422807
1255,1256,Yovie Widianto,8984732,-57153,1235,9084698
1256,1257,ELENA ROSE,8973798,-14840,1024,9907027
1257,1258,Alanis Morissette,8969893,26794,1063,9451670
1258,1259,Kevin Kaarl,8961609,-24068,1052,9485489
1259,1260,Rauhan Malik,8959697,42587,1260,8959697
1260,1261,ILLIT,8958106,-10063,420,17757605
1261,1262,Melendi,8958038,13840,1086,9330997
1262,1263,Like Mike,8957952,-30806,519,15371036
1263,1264,Thirty Seconds To Mars,8952157,48494,874,9718710
1264,1265,Amir Ameer,8944685,42722,1265,8944685
1265,1266,Zé Felipe,8940802,-12087,544,15297326
1266,1267,MC Cebezinho,8929292,-23250,869,10985004
1267,1268,Ashe,8924843,113052,516,14091983
1268,1269,Cristian Castro,8924296,5572,986,10043229
1269,1270,Mahalini,8924182,-38536,708,12445107
1270,1271,Vintage Culture,8921871,45886,961,10029332
1271,1272,Frankie Ruiz,8921127,7901,1034,9757544
1272,1273,Banda El Recodo,8919846,-6545,1086,8939068
1273,1274,Nate Smith,8915349,-7292,877,10843323
1274,1275,Pedro Capó,8913490,5567,634,11680899
1275,1276,Standly,8912753,-21618,438,13833044
1276,1277,La Adictiva,8912531,-58890,647,11844888
1277,1278,Akhil Sachdeva,8906211,32610,1044,9805446
1278,1279,The Emotions,8905668,-18681,1150,9168853
1279,1280,Mustard,8897636,-16233,477,16679943
1280,1281,Malcolm Todd,8893704,-61955,916,10964115
1281,1282,Shiraz Uppal,8893099,35210,1282,8893099
1282,1283,Chris Jedi,8876886,-16310,736,11817178
1283,1284,Shadab Faridi,8876623,4106,584,12567527
1284,1285,Kew,8873473,53850,1285,8873473
1285,1286,Last Child,8864245,-40463,1014,9958369
1286,1287,MC Cabelinho,8853784,10211,706,11710253
1287,1288,Forrest Frank,8851929,-11005,1246,8915473
1288,1289,Lloyd,8845113,-135792,997,10486206
1289,1290,Gera MX,8843715,-20561,706,11401409
1290,1291,Anuradha Paudwal,8841641,24424,1077,9284108
1291,1292,Vika Jigulina,8840234,21473,1283,8840234
1292,1293,Jaymes Young,8838088,-19104,530,13123344
1293,1294,Cardenales De Nuevo León,8833439,-3010,938,10788169
1294,1295,Cascada,8820607,16311,964,9772300
1295,1296,Ghost,8807561,-64833,778,10413273
1296,1297,Toby Keith,8806062,-10982,844,10755536
1297,1298,Ludovico Einaudi,8788884,-17701,919,10189884
1298,1299,Aqua,8786902,22723,61,41819994
1299,1300,Luar La L,8782242,-34447,605,12945000
1300,1301,Anuradha Sriram,8770845,11174,1249,8817200
1301,1302,Thee Sacred Souls,8748285,9564,1302,8750030
1302,1303,Payal Dev,8747172,-20643,559,13540518
1303,1304,Naughty Boy,8744444,-25572,459,17088739
1304,1305,George Strait,8736418,-14746,1052,9334251
1305,1306,Nina Simone,8733831,-12926,990,9752031
1306,1307,Etta James,8727179,-15601,708,11990433
1307,1308,Sophie Ellis-Bextor,8716782,-12151,226,23967750
1308,1309,London Symphony Orchestra,8713606,-12489,842,11208736
1309,1310,Alex Krack,8709282,-21833,671,13075230
1310,1311,Ogryzek,8707994,-34606,1177,9045071
1311,1312,Eric Prydz,8703759,26323,1204,8703759
1312,1313,hey daisy,8702747,50488,426,14690270
1313,1314,Natalie Imbruglia,8697298,34958,862,11016168
1314,1315,alt-J,8693142,-16823,843,10387663
1315,1316,SOG,8688057,11263,656,13624856
1316,1317,Trey Songz,8683488,35755,1091,9355284
1317,1318,Wallows,8680805,-12819,648,13176091
1318,1319,Jon Z,8679576,-14760,1046,8694336
1319,1320,Intense,8666806,-14366,1018,9870097
1320,1321,Def Leppard,8659112,8567,994,8659112
1321,1322,Fugees,8646785,-18475,925,10083894
1322,1323,Soundgarden,8643510,12460,1285,8645344
1323,1324,Darius Rucker,8633890,-9976,1070,8817451
1324,1325,Luny Tunes,8626872,8671,1152,9023142
1325,1326,Mc Paiva ZS,8626082,-28762,786,11925060
1326,1327,DG e Batidão Stronda,8624364,-19026,772,12012367
1327,1328,Shreyas Puranik,8623398,15218,589,13630503
1328,1329,Dhvani Bhanushali,8613113,-35068,665,11726344
1329,1330,Colbie Caillat,8591461,26794,824,10144142
1330,1331,Waka Flocka Flame,8585214,46203,1331,8585214
1331,1332,Miranda!,8583129,-40066,708,10227443
1332,1333,BENNETT,8581004,5951,603,13437506
1333,1334,Pawan Singh,8565902,10945,746,12240308
1334,1335,Clayton & Romário,8560939,30384,1280,8560939
1335,1336,Gerardo Ortiz,8560558,9694,888,9514068
1336,1337,Alex Rose,8558960,-4385,1137,9157515
1337,1338,Grey,8555580,-12048,913,9761928
1338,1339,Filipe Ret,8553716,5642,973,9751661
1339,1340,Sky Rompiendo,8553341,-7699,403,16344563
1340,1341,Benny Benassi,8550906,-1343,896,9607912
1341,1342,DJ Glenner,8547675,-18136,721,12956235
1342,1343,Dilsinho,8537155,-2895,762,11575175
1343,1344,Diana Ross,8520936,24607,957,8520936
1344,1345,J. Eskine,8520747,-28076,642,13490719
1345,1346,Max McNown,8516309,43608,1346,8516309
1346,1347,Virgoun,8502868,-10342,1193,8515407
1347,1348,NATTAN,8500659,43485,560,15450750
1348,1349,Gurinder Gill,8492837,5539,692,11301680
1349,1350,Pablo Chill-E,8487197,-35650,999,9791126
1350,1351,Casper Magico,8482971,-6325,936,9193558
1351,1352,Ja Rule,8481458,-552,1266,8594870
1352,1353,Kelsea Ballerini,8480871,4934,649,10785406
1353,1354,KAYTRANADA,8476601,-9420,894,10021901
1354,1355,La Quinta Estacion,8471356,7956,964,9990151
1355,1356,Ke Personajes,8459363,-18018,595,13811908
1356,1357,Randy,8455041,-994,1167,9032725
1357,1358,AJR,8453287,-17049,576,11478322
1358,1359,Trinix,8447630,80453,1270,8447630
1359,1360,João Gomes,8446699,19888,791,11130158
1360,1361,Kris R.,8444760,-37118,1313,8588870
1361,1362,Eve,8440068,-12358,1351,8459492
1362,1363,ENHYPEN,8435767,56803,861,10254021
1363,1364,BØRNS,8434738,18654,820,10042261
1364,1365,Louis Armstrong,8422915,-4186,331,20774856
1365,1366,88rising,8418091,-10352,1034,9521520
1366,1367,Koe Wetzel,8415958,-1296,1236,8445187
1367,1368,The Lantis,8411211,-26946,1074,9590648
1368,1369,Sorriso Maroto,8410115,-6035,1053,9893388
1369,1370,Talking Heads,8399784,29303,760,12088005
1370,1371,Two Feet,8398992,6510,856,9668762
1371,1372,Ken Carson,8390197,-26124,882,10775792
1372,1373,Eros Ramazzotti,8388012,65789,977,8893059
1373,1374,Idina Menzel,8382701,40573,213,27851083
1374,1375,Elevation Worship,8382384,8765,1196,9010937
1375,1376,Adolescent's Orquesta,8380250,-11645,1005,9920381
1376,1377,American Authors,8379912,-17957,1078,8662056
1377,1378,Naeleck,8374642,-11346,654,12632163
1378,1379,Avvy Sra,8372463,-36345,978,9737783
1379,1380,Sleep Token,8371679,-205111,1103,9863356
1380,1381,Anand-Milind,8370106,5523,1352,8370106
1381,1382,Masoom Sharma,8362836,22924,1359,8362836
1382,1383,Chance the Rapper,8362590,-20135,623,10952938
1383,1384,Falling In Reverse,8362434,4805,1183,8555264
1384,1385,BUNT.,8361642,-146,1294,8468900
1385,1386,Thundercat,8357664,3876,447,14506297
1386,1387,Dan + Shay,8350778,21575,388,18547976
1387,1388,Mc Delux,8348771,-17999,862,10901851
1388,1389,MKTO,8339935,-34245,831,11109215
1389,1390,Sheryl Crow,8339717,3598,1054,8523292
1390,1391,Norah Jones,8339587,-9539,671,12891772
1391,1392,Los Bukis,8336891,-17435,1006,10308020
1392,1393,Tenxi,8335213,45308,1094,9355954
1393,1394,Ricardo Arjona,8323094,-4433,838,9785219
1394,1395,Tucker Wetmore,8316672,26817,1276,8449405
1395,1396,Jasmine Sandlas,8313386,-6206,1259,8764308
1396,1397,James Blake,8311391,-33131,582,12512105
1397,1398,Ella Langley,8311153,-13,1263,8313500
1398,1399,GROUPLOVE,8299511,-4172,1096,9113568
1399,1400,Otis Redding,8295323,51078,468,16801154
1400,1401,Francesco Yates,8294817,22602,1092,9410405
1401,1402,Willie Nelson,8294789,-13546,568,14219269
1402,1403,Sasha Alex Sloan,8289185,-21573,463,14497829
1403,1404,Iron Maiden,8287585,40232,937,8544793
1404,1405,Vijay Prakash,8281628,3060,1273,8313338
1405,1406,Calle 13,8279040,1548,1033,8573634
1406,1407,Jemsii,8274013,44234,1118,9251719
1407,1408,Naykilla,8271754,47081,1117,9253851
1408,1409,KayBlack,8271299,8970,674,12399893
1409,1410,La Factoria,8270773,35521,1171,8270773
1410,1411,Shakthisree Gopalan,8268289,3720,1206,8268289
1411,1412,Nessa Barrett,8266823,-10044,855,11023137
1412,1413,Sujatha,8265289,-10828,1266,8366311
1413,1414,Bipolar Sunshine,8262756,84779,1414,8262756
1414,1415,El Malilla,8261897,-10158,1142,9301048
1415,1416,Janet Jackson,8260498,-38026,1088,9749926
1416,1417,Commodores,8229411,-6784,1314,8357526
1417,1418,YUNGBLUD,8227330,35080,1022,8656515
1418,1419,WIU,8227286,12749,701,11201412
1419,1420,Caralisa Monteiro,8225232,16045,695,10073438
1420,1421,Rosa Linn,8220440,18848,213,22368082
1421,1422,Olivia Dean,8219196,270931,1422,8219196
1422,1423,Jósean Log,8208837,5516,1217,8642940
1423,1424,Mohammed Rafi,8205848,10904,1361,8205848
1424,1425,Boyz II Men,8205697,-36419,997,10287493
1425,1426,Suzanne D'Mello,8202706,-5112,1182,8897225
1426,1427,Lenin Ramírez,8196051,-22330,796,9012853
1427,1428,Rick Astley,8188976,-4015,1171,8922136
1428,1429,Two Door Cinema Club,8187620,-4909,922,10284678
1429,1430,keshi,8170761,-16132,504,13668403
1430,1431,Faye Webster,8162522,-10002,1269,8460069
1431,1432,Manuel Medrano,8154398,54890,1044,9035565
1432,1433,Yasser Desai,8152555,-1448,827,8738809
1433,1434,Ludacris,8151114,-275,1227,8151389
1434,1435,Sandro Cavazza,8147393,-48011,703,12693895
1435,1436,Bronco,8139460,15578,1161,8786823
1436,1437,Iggy Azalea,8139442,-15515,1020,8438713
1437,1438,JR Torres,8136871,19888,1117,9227343
1438,1439,Nemzzz,8136660,1674,1091,9641939
1439,1440,Gloria Trevi,8134925,-48306,1232,8430420
1440,1441,Hades66,8132307,-5117,1091,9518193
1441,1442,Papon,8128771,-12754,1262,8510108
1442,1443,Estevan Plazola,8121105,-12321,1374,8304340
1443,1444,Cast of Mamma Mia! The Movie,8117408,-7853,1425,8162984
1444,1445,All Time Low,8116531,-6499,1081,8234139
1445,1446,Eddy Lover,8101113,43018,1351,8101113
1446,1447,Nateki,8097170,-30465,1313,8417323
1447,1448,Bacilos,8089749,25610,750,10937343
1448,1449,Andmesh,8088446,-56547,818,11659415
1449,1450,Deorro,8087137,7547,952,9845311
1450,1451,Chefin,8085459,-12372,975,9515372
1451,1452,Bob Seger,8077849,-13882,1155,8248775
1452,1453,Yuridia,8075835,-8298,569,11987029
1453,1454,Steve Miller Band,8075633,-2033,1032,8669027
1454,1455,Dent May,8072420,-17893,1282,8455438
1455,1456,Nidji,8068380,33232,1271,8364873
1456,1457,Missy Elliott,8064699,-3459,622,11145049
1457,1458,Marc Seguí,8060992,137753,869,11024743
1458,1459,Rise Against,8056511,370,1158,8435349
1459,1460,Danilo e Davi,8054793,1341,1408,8204634
1460,1461,MF DOOM,8053069,-20552,1061,9588344
1461,1462,Dread Mar I,8027090,47978,912,9781524
1462,1463,JP Cooper,8025124,-6976,826,8964796
1463,1464,Andrés Calamaro,8022815,13645,1128,9257577
1464,1465,Mc Jhey,8019524,139876,1465,8019524
1465,1466,Prashant Pandey,8017590,13112,764,11660260
1466,1467,Skylar Grey,8014965,-15381,741,12185951
1467,1468,Madcon,8007671,-13402,1380,8201428
1468,1469,Al Green,8004758,20415,1367,8004758
1469,1470,Ricardo Montaner,8004082,19964,1040,8004082
1470,1471,The Who,8001008,14820,937,9119495
1471,1472,Sagar,7999757,-12467,943,10750087
1472,1473,DJ Dael,7997726,17478,1473,7997726
1473,1474,Werenoi,7995218,11493,1474,7995218
1474,1475,Chimbala,7987288,4972,982,10068152
1475,1476,Royel Otis,7986941,-22659,1042,9808473
1476,1477,Pet Shop Boys,7985986,30619,1304,7985986
1477,1478,Elyanna,7982419,-36753,806,11905453
1478,1479,ROLE MODEL,7979741,13612,1479,7979741
1479,1480,MC Meno K,7979358,182354,1480,7979358
1480,1481,Yeri Mua,7978413,-5497,853,10520428
1481,1482,The Red Clay Strays,7976671,3523,1408,8026084
1482,1483,Staind,7970561,20513,1483,7970561
1483,1484,Fireboy DML,7958610,17867,778,10491359
1484,1485,Jakes Bejoy,7954826,53807,1485,7954826
1485,1486,Saweetie,7953921,-24049,703,11523382
1486,1487,Natanzinho Lima,7940817,-3315,912,10752425
1487,1488,Vivek,7937875,-46821,1381,8322454
1488,1489,Lady A,7937752,-8308,878,8960393
1489,1490,SAINt JHN,7937565,-20413,614,10813983
1490,1491,Current Joys,7931495,-12506,1309,8172192
1491,1492,CeeLo Green,7926678,97728,967,9608421
1492,1493,Ángela Aguilar,7906578,-22448,619,13090032
1493,1494,Earl Agustin,7903733,-17370,1191,8913463
1494,1495,Keith Urban,7900835,-1808,909,9073976
1495,1496,Riton,7898261,-22934,685,11432336
1496,1497,Yami Safdie,7894183,4539,673,13185058
1497,1498,MC Marks,7890256,15479,879,11413079
1498,1499,RaiNao,7890052,-63979,315,21341252
1499,1500,Anggi Marito,7880446,-71854,887,9510926
1500,1501,Eddie Santiago,7878852,-31657,1316,8393220
1501,1502,MC GP,7876275,-100111,792,11123412
1502,1503,Jay Trak,7869588,88873,1503,7869588
1503,1504,Los Temerarios,7859801,-8840,1081,9173173
1504,1505,Los Dos Carnales,7858091,11046,952,9759851
1505,1506,Sameer Anjaan,7850285,-308344,848,11085875
1506,1507,Neon Trees,7850151,-22929,1062,9321298
1507,1508,El Fantasma,7841606,7294,695,12208875
1508,1509,Belanova,7838407,7579,787,10413819
1509,1510,MC Hariel,7826264,-6510,810,11053901
1510,1511,wave to earth,7824576,-34875,1122,9233028
1511,1512,Young the Giant,7823867,9262,1181,8031927
1512,1513,Veigh,7816251,4296,794,10661265
1513,1514,Skepta,7805841,17359,886,10953001
1514,1515,MK,7793976,45997,766,10623731
1515,1516,David Bisbal,7791753,-14118,954,9614542
1516,1517,Shinedown,7787894,15131,1441,7787894
1517,1518,Matuê,7787484,11367,920,10210578
1518,1519,Luis Enrique,7785718,53409,1141,9043727
1519,1520,The Kooks,7777781,-8074,1222,8151586
1520,1521,Mainstreet,7775148,5417,781,11206118
1521,1522,YOASOBI,7773773,1280,760,10365956
1522,1523,AVAION,7772624,196160,1523,7772624
1523,1524,DJ Oreia,7772309,-23761,900,10829245
1524,1525,Shouse,7768970,-30927,530,13218201
1525,1526,Amarabha Banerjee,7767527,10052,942,10374862
1526,1527,Lvbel C5,7756829,-2103,1480,7887698
1527,1528,Sal Priadi,7752117,263,868,11088256
1528,1529,Bellakath,7748633,-39277,574,13805188
1529,1530,Why Don't We,7745709,70141,881,9309552
1530,1531,Andrea Bocelli,7745576,-6148,532,16445025
1531,1532,Humberto & Ronaldo,7729401,46463,893,10581548
1532,1533,Rocío Dúrcal,7727987,12684,1137,8926579
1533,1534,Beastie Boys,7722809,-9199,776,10144142
1534,1535,Andra & The Backbone,7716758,-16842,1511,7821917
1535,1536,Faris Adam,7706323,-31434,1279,8676074
1536,1537,Moby,7705908,18021,1354,7705908
1537,1538,cassö,7702480,3028,265,21787952
1538,1539,Adrianne Lenker,7700114,-15740,1476,7792502
1539,1540,Ash King,7698742,-4425,1264,8406572
1540,1541,Guilherme & Benuto,7696396,-26459,525,14877807
1541,1542,FINNEAS,7696307,100240,840,11324344
1542,1543,Big Mountain,7693071,37126,1543,7693071
1543,1544,Hanumankind,7692217,-17449,244,24453289
1544,1545,King,7688945,-52334,392,16307386
1545,1546,Miranda Lambert,7684628,-23888,847,9945780
1546,1547,Gregory Alan Isakov,7683827,21934,1236,7969093
1547,1548,Lasso,7683055,8081,750,11949377
1548,1549,i-dle,7680458,11798,566,13699591
1549,1550,Ella Mai,7677143,21830,917,8167244
1550,1551,Kiki Dee,7677086,-26549,1212,8197057
1551,1552,LP,7672815,-15766,1429,7803283
1552,1553,Peggy Gou,7672380,-14053,215,23511011
1553,1554,Javed-Mohsin,7671064,-55291,782,10392053
1554,1555,HUMBE,7666666,-3229,787,11828118
1555,1556,Morgan Seatree,7664847,19752,1556,7664847
1556,1557,Xamã,7659110,12669,604,10846179
1557,1558,Hiten,7657255,24302,1336,8278942
1558,1559,Alan Arrieta,7652986,115885,1559,7652986
1559,1560,Pepe Aguilar,7649828,-10726,1141,8918584
1560,1561,Raj Ranjodh,7643848,-46808,1082,9146047
1561,1562,Massive Attack,7642746,14517,1545,7670848
1562,1563,Mani Sharma,7637557,23212,1548,7637557
1563,1564,Tropa da W&S,7630818,-19390,1290,8231005
1564,1565,Teto,7629194,-8423,981,7893583
1565,1566,Khruangbin,7627534,-13971,1254,8062646
1566,1567,Dynoro,7623999,-1751,835,11481797
1567,1568,Jimi Hendrix,7620661,-986,791,9903151
1568,1569,Johann Sebastian Bach,7618685,-17774,937,9859427
1569,1570,Regard,7616082,4232,594,12725630
1570,1571,LXNGVX,7613649,-16214,794,11384322
1571,1572,Gryffin,7610772,18694,654,10446335
1572,1573,Leona Lewis,7608255,-7045,295,23234916
1573,1574,Danna Paola,7594596,-5327,531,12298665
1574,1575,Salim Merchant,7592813,-51039,1310,8485573
1575,1576,Mc Daniel,7592377,-14098,615,13555851
1576,1577,Love Funk,7571170,-25178,1000,10197626
1577,1578,Justice,7569531,-18312,705,12810693
1578,1579,Jimin,7568513,-3460,374,17889425
1579,1580,LATIN MAFIA,7567135,8545,1009,9294955
1580,1581,Pantera,7566592,29157,1525,7566592
1581,1582,León Larregui,7566131,-10686,1295,8385787
1582,1583,Norma Jean Martine,7563247,-30723,575,14075257
1583,1584,Elderbrook,7561294,-13497,1057,8854734
1584,1585,Bruno & Marrone,7559579,7140,1153,9247530
1585,1586,Matchbox Twenty,7553079,13489,1116,8803686
1586,1587,The Cars,7542341,23457,1109,8188185
1587,1588,Blackstreet,7536262,-25684,1504,7810772
1588,1589,Ninho,7530085,1262,1193,7638472
1589,1590,Axwell /\ Ingrosso,7529348,-19539,1101,8971879
1590,1591,Simply Red,7528912,56338,1488,7528912
1591,1592,R. City,7528629,12383,1174,8642651
1592,1593,Zach Top,7525385,24211,1571,7562824
1593,1594,Savage Garden,7519438,12692,1487,7519438
1594,1595,Pol Granch,7517609,141820,937,10430630
1595,1596,Saindhavi,7509606,3510,1594,7509606
1596,1597,RØZ,7504735,-292,1539,7505027
1597,1598,Don McLean,7495388,-2967,1117,7945750
1598,1599,Hungria,7490837,-8559,949,9922581
1599,1600,Gopi Sundar,7490516,-4177,1541,7524241
1600,1601,George Benson,7489684,14584,1546,7489684
1601,1602,The Adventures Of Stevie V,7486015,-13341,1088,9505114
1602,1603,Carlos Baute,7484324,-7684,1183,8190445
1603,1604,Seether,7482696,5076,1382,7482696
1604,1605,Mohammed Irfan,7481501,-11944,1108,9294522
1605,1606,Malou,7476708,25104,1606,7476708
1606,1607,Warren Zeiders,7474631,960,1201,8549333
1607,1608,Michael Marcagi,7466059,-41043,307,21166338
1608,1609,Ken-Y,7459681,53947,1609,7459681
1609,1610,Big One,7453127,11851,398,16419449
1610,1611,Joey Bada$$,7445927,-21957,772,10299380
1611,1612,Mari Fernandez,7427938,-15506,515,14086116
1612,1613,Sonder,7426060,-2527,1385,8006378
1613,1614,Ovi,7424771,2169,1106,7424771
1614,1615,Charlie Brown Jr.,7422768,-7115,1382,7816870
